['747', '569', '108', '313', '128', '311', '711', '137', '618', '608']
['504', '296', '325', '42', '477', '322', '556', '847', '11', '145']
['291', '78', '50', '802', '688', '73', '412', '389', '523', '522']
['868', '317', '746', '992', '509', '157', '894', '500', '824', '398']
['758', '237', '94', '929', '990', '367', '925', '619', '528', '192']
['275', '25', '131', '594', '343', '984', '599', '863', '23', '919']
['56', '455', '604', '75', '414', '263', '169', '251', '871', '109']
['441', '703', '19', '609', '117', '860', '833', '880', '733', '541']
['573', '584', '930', '239', '220', '857', '142', '553', '705', '961']
['770', '380', '437', '422', '338', '490', '285', '657', '143', '650']
['529', '34', '203', '652', '749', '463', '85', '179', '178', '102']
['906', '700', '655', '47', '46', '637', '126', '607', '482', '62']
['543', '429', '943', '269', '732', '620', '946', '362', '786', '928']
['689', '883', '250', '512', '626', '751', '589', '310', '225', '884']
['111', '270', '937', '875', '406', '726', '827', '515', '605', '687']
['761', '574', '0', '190', '801', '289', '623', '540', '559', '374']
['63', '917', '165', '861', '564', '606', '865', '603', '234', '461']
['488', '413', '385', '132', '446', '15', '498', '465', '442', '103']
['491', '701', '68', '173', '144', '931', '370', '849', '743', '581']
['321', '755', '659', '750', '822', '835', '473', '503', '361', '593']
['996', '969', '219', '664', '977', '834', '981', '985', '614', '548']
['354', '544', '723', '907', '357', '852', '795', '660', '926', '386']
['395', '810', '227', '631', '948', '52', '979', '613', '304', '141']
['153', '388', '302', '517', '149', '621', '986', '752', '209', '472']
['686', '257', '14', '136', '685', '33', '150', '998', '16', '892']
['335', '404', '531', '949', '458', '478', '628', '638', '563', '885']
['448', '978', '639', '230', '579', '642', '940', '278', '49', '332']
['4', '425', '817', '975', '397', '314', '672', '66', '805', '76']
['889', '724', '971', '595', '267', '772', '326', '777', '452', '588']
['287', '878', '187', '798', '496', '384', '819', '83', '140', '189']
['934', '911', '912', '403', '95', '560', '40', '735', '462', '570']
['867', '602', '699', '224', '547', '348', '542', '970', '514', '104']
['722', '70', '702', '601', '991', '895', '167', '266', '922', '505']
['375', '96', '900', '536', '419', '264', '524', '649', '402', '244']
['879', '247', '712', '401', '74', '456', '223', '342', '535', '67']
['249', '982', '850', '213', '663', '379', '808', '358', '43', '377']
['355', '359', '294', '318', '774', '577', '391', '768', '656', '823']
['283', '129', '665', '840', '681', '693', '782', '830', '893', '561']
['551', '84', '959', '858', '160', '502', '846', '330', '920', '789']
['489', '690', '181', '468', '90', '874', '958', '952', '125', '345']
['242', '319', '546', '6', '947', '494', '576', '454', '100', '913']
['69', '122', '896', '513', '110', '59', '248', '159', '938', '854']
['903', '214', '300', '408', '809', '32', '364', '26', '183', '177']
['866', '27', '71', '44', '932', '787', '233', '460', '682', '629']
['765', '410', '396', '333', '170', '651', '709', '7', '175', '583']
['273', '193', '550', '725', '466', '692', '769', '180', '965', '316']
['864', '286', '670', '118', '30', '120', '738', '5', '521', '575']
['485', '376', '428', '392', '716', '597', '416', '112', '715', '776']
['191', '936', '232', '48', '204', '624', '51', '475', '298', '791']
['98', '673', '124', '61', '668', '836', '210', '520', '301', '135']
['844', '555', '282', '445', '368', '457', '766', '28', '872', '366']
['730', '382', '352', '592', '252', '988', '741', '882', '714', '39']
['430', '644', '79', '829', '941', '587', '297', '328', '899', '486']
['552', '262', '315', '196', '155', '876', '394', '134', '238', '740']
['506', '598', '426', '246', '105', '516', '901', '767', '525', '582']
['171', '436', '898', '697', '580', '586', '57', '507', '138', '944']
['923', '435', '106', '309', '235', '616', '484', '119', '785', '113']
['336', '671', '421', '771', '974', '841', '327', '508', '281', '678']
['653', '363', '591', '24', '12', '182', '661', '545', '997', '980']
['87', '337', '760', '891', '236', '530', '261', '148', '467', '451']
['635', '677', '99', '492', '967', '869', '10', '420', '158', '351']
['188', '41', '303', '737', '754', '951', '356', '955', '231', '8']
['636', '966', '562', '228', '820', '371', '680', '114', '65', '405']
['953', '383', '241', '799', '60', '487', '434', '260', '800', '279']
['378', '783', '80', '360', '794', '349', '887', '646', '813', '916']
